b'Top Janani Eraser - 10 Pcs',b'Tk.68',b'\xe0\xa6\x9f\xe0\xa6\xaa-\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xa8 \xe0\xa6\x8f\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1 \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xa8\xe0\xa6\xbe\xe0\xa6\xb0\xe0\xa7\x80 \xe0\xa6\x87\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1\xe0\xa6\xbe\xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbf\xe0\xa6\xb8 \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Matador University  Backpack (MA06) - Black',"b'Tk.1,500'",b'\xe0\xa6\xae\xe0\xa7\x8d\xe0\xa6\xaf\xe0\xa6\xbe\xe0\xa6\x9f\xe0\xa6\xbe\xe0\xa6\xa1\xe0\xa7\x8b\xe0\xa6\xb0 \xe0\xa6\xac\xe0\xa7\x8d\xe0\xa6\xaf\xe0\xa6\xbe\xe0\xa6\x95\xe0\xa6\xaa\xe0\xa7\x8d\xe0\xa6\xaf\xe0\xa6\xbe\xe0\xa6\x95'
b'Top Spiral Drawing Khata - 01 Pcs (Any Style and Color)',b'Tk.65',b'\xe0\xa6\x9f\xe0\xa6\xaa-\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xa8 \xe0\xa6\x8f\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1 \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xa8\xe0\xa6\xbe\xe0\xa6\xb0\xe0\xa7\x80 \xe0\xa6\x87\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1\xe0\xa6\xbe\xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbf\xe0\xa6\xb8 \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Top Demai Drawing Khata  - 01 Pcs (Any Style and Color)',b'Tk.65',b'\xe0\xa6\x9f\xe0\xa6\xaa-\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xa8 \xe0\xa6\x8f\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1 \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xa8\xe0\xa6\xbe\xe0\xa6\xb0\xe0\xa7\x80 \xe0\xa6\x87\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1\xe0\xa6\xbe\xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbf\xe0\xa6\xb8 \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Top Sprial  300 Page Khata - 01 Pcs (Any Style and Color)',b'Tk.85',b'\xe0\xa6\x9f\xe0\xa6\xaa-\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xa8 \xe0\xa6\x8f\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1 \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xa8\xe0\xa6\xbe\xe0\xa6\xb0\xe0\xa7\x80 \xe0\xa6\x87\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1\xe0\xa6\xbe\xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbf\xe0\xa6\xb8 \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Top Sprial  200 Page Khata - 01 Pcs (Any Style and Color)',b'Tk.65',b'\xe0\xa6\x9f\xe0\xa6\xaa-\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xa8 \xe0\xa6\x8f\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1 \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xa8\xe0\xa6\xbe\xe0\xa6\xb0\xe0\xa7\x80 \xe0\xa6\x87\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1\xe0\xa6\xbe\xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbf\xe0\xa6\xb8 \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Top Sprial 120 Page Khata - 01 Pcs (Any Style and Color)',b'Tk.42',b'\xe0\xa6\x9f\xe0\xa6\xaa-\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xa8 \xe0\xa6\x8f\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1 \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xa8\xe0\xa6\xbe\xe0\xa6\xb0\xe0\xa7\x80 \xe0\xa6\x87\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1\xe0\xa6\xbe\xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbf\xe0\xa6\xb8 \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Top Demai 300 Page Khata - 01 Pcs (Any Style and Color)',b'Tk.82',b'\xe0\xa6\x9f\xe0\xa6\xaa-\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xa8 \xe0\xa6\x8f\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1 \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xa8\xe0\xa6\xbe\xe0\xa6\xb0\xe0\xa7\x80 \xe0\xa6\x87\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1\xe0\xa6\xbe\xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbf\xe0\xa6\xb8 \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Top Demai 200 Page Khata - 01 Pcs (Any Style and Color)',b'Tk.60',b'\xe0\xa6\x9f\xe0\xa6\xaa-\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xa8 \xe0\xa6\x8f\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1 \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xa8\xe0\xa6\xbe\xe0\xa6\xb0\xe0\xa7\x80 \xe0\xa6\x87\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1\xe0\xa6\xbe\xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbf\xe0\xa6\xb8 \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Top Demai 120 Page Khata - 01 Pcs (Any Style and Color)',b'Tk.40',b'\xe0\xa6\x9f\xe0\xa6\xaa-\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xa8 \xe0\xa6\x8f\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1 \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xa8\xe0\xa6\xbe\xe0\xa6\xb0\xe0\xa7\x80 \xe0\xa6\x87\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1\xe0\xa6\xbe\xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbf\xe0\xa6\xb8 \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Top Fantasy Extra Dark 2B Pencil - 10Pcs (Different Body Color)',b'Tk.80',b'\xe0\xa6\x9f\xe0\xa6\xaa-\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xa8 \xe0\xa6\x8f\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1 \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xa8\xe0\xa6\xbe\xe0\xa6\xb0\xe0\xa7\x80 \xe0\xa6\x87\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1\xe0\xa6\xbe\xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbf\xe0\xa6\xb8 \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Top Fantasy Extra Dark HB Hand Writing Pencil - 10Pcs (Different Body Color)',b'Tk.80',b'\xe0\xa6\x9f\xe0\xa6\xaa-\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xa8 \xe0\xa6\x8f\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1 \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xa8\xe0\xa6\xbe\xe0\xa6\xb0\xe0\xa7\x80 \xe0\xa6\x87\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1\xe0\xa6\xbe\xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbf\xe0\xa6\xb8 \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Top - Janani Green Color Ball Pen -12 Pcs',b'Tk.68',b'\xe0\xa6\x9f\xe0\xa6\xaa-\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xa8 \xe0\xa6\x8f\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1 \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xa8\xe0\xa6\xbe\xe0\xa6\xb0\xe0\xa7\x80 \xe0\xa6\x87\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1\xe0\xa6\xbe\xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbf\xe0\xa6\xb8 \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Top Merit Ball Pen Blue Color -12 Pcs',b'Tk.60',b'\xe0\xa6\x9f\xe0\xa6\xaa-\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xa8 \xe0\xa6\x8f\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1 \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xa8\xe0\xa6\xbe\xe0\xa6\xb0\xe0\xa7\x80 \xe0\xa6\x87\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1\xe0\xa6\xbe\xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbf\xe0\xa6\xb8 \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Top - Janani Fast Gel Pen -5 Pcs - Black Ink',b'Tk.50',b'\xe0\xa6\x9f\xe0\xa6\xaa-\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xa8 \xe0\xa6\x8f\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1 \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xa8\xe0\xa6\xbe\xe0\xa6\xb0\xe0\xa7\x80 \xe0\xa6\x87\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1\xe0\xa6\xbe\xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbf\xe0\xa6\xb8 \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Top Pencilic BallPoint Pen - 20Pcs',b'Tk.90',b'\xe0\xa6\x9f\xe0\xa6\xaa-\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xa8 \xe0\xa6\x8f\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1 \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xa8\xe0\xa6\xbe\xe0\xa6\xb0\xe0\xa7\x80 \xe0\xa6\x87\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1\xe0\xa6\xbe\xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbf\xe0\xa6\xb8 \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Top-Teen Ball Pen - 6 Pcs',b'Tk.30',b'\xe0\xa6\x9f\xe0\xa6\xaa-\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xa8 \xe0\xa6\x8f\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1 \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xa8\xe0\xa6\xbe\xe0\xa6\xb0\xe0\xa7\x80 \xe0\xa6\x87\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1\xe0\xa6\xbe\xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbf\xe0\xa6\xb8 \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Top Merit Ballpoint Pen -12pcs  (Black Ink)',b'Tk.60',b'\xe0\xa6\x9f\xe0\xa6\xaa-\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xa8 \xe0\xa6\x8f\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1 \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xa8\xe0\xa6\xbe\xe0\xa6\xb0\xe0\xa7\x80 \xe0\xa6\x87\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1\xe0\xa6\xbe\xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbf\xe0\xa6\xb8 \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Top Ideal Ball Pen - 6Pcs (Black ink)',b'Tk.43',b'\xe0\xa6\x9f\xe0\xa6\xaa-\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xa8 \xe0\xa6\x8f\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1 \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xa8\xe0\xa6\xbe\xe0\xa6\xb0\xe0\xa7\x80 \xe0\xa6\x87\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1\xe0\xa6\xbe\xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbf\xe0\xa6\xb8 \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Top - Janani Touch and Take Ball Pen - 5Pcs (Black Ink)',b'Tk.36',b'\xe0\xa6\x9f\xe0\xa6\xaa-\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xa8 \xe0\xa6\x8f\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1 \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xa8\xe0\xa6\xbe\xe0\xa6\xb0\xe0\xa7\x80 \xe0\xa6\x87\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1\xe0\xa6\xbe\xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbf\xe0\xa6\xb8 \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Top Choco Choco Ball Point Pen -12 Pcs (Black Ink)',b'Tk.60',b'\xe0\xa6\x9f\xe0\xa6\xaa-\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xa8 \xe0\xa6\x8f\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1 \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xa8\xe0\xa6\xbe\xe0\xa6\xb0\xe0\xa7\x80 \xe0\xa6\x87\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1\xe0\xa6\xbe\xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbf\xe0\xa6\xb8 \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Top Icon Ball Pen - 06 Pcs (Black ink)',b'Tk.57',b'\xe0\xa6\x9f\xe0\xa6\xaa-\xe0\xa6\xaa\xe0\xa7\x87\xe0\xa6\xa8 \xe0\xa6\x8f\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1 \xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x87\xe0\xa6\xb6\xe0\xa6\xa8\xe0\xa6\xbe\xe0\xa6\xb0\xe0\xa7\x80 \xe0\xa6\x87\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1\xe0\xa6\xbe\xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbf\xe0\xa6\xb8 \xe0\xa6\xb2\xe0\xa6\xbf:'
b'Matador Fiction Gel Pen - 01 Pcs ( a Perfect gift)',b'Tk.40',b'Matador Group'
b'Matador i-teen Color Pencil - Full Size (13 Color)',b'Tk.100',b'Matador Group'
b'Matador i-teen Oil Pastel -small  (12 Color)',b'Tk.103',b'Matador Group'
b'Matador Double Decker Pencil Box-01 Pcs',b'Tk.80',b'Matador Group'
b'Matador i-teen Oil Pastel - Big 24 Color',b'Tk.209',b'Matador Group'
b'Matador Pencil Box (Small)-01 Pcs',b'Tk.35',b'Matador Group'
b'Matador i-teen Smart Geometry Box-1 Set',b'Tk.160',b'Matador Group'
b'Matador i-teen Geometry Box-1 Set',b'Tk.110',b'Matador Group'
"b'Pen Combo Package Half Yearly for Student - 02 (Econo Occen Pen - 05 Pcs, Econo Champ Pen - 10 Pcs, Econo Dx Teen - 20 Pcs)'",b'Tk.190',b'GQ Ball Pen Industries'
b'Hearts Drawing Book (Large)',b'Tk.70',b'Hearts Bangladesh'
b'Castle Pencil Pen (Black body) (20  Pcs)',b'Tk.100',b'GQ Ball Pen Industries'
b'Econo Trendy Pen (10 Pcs)',b'Tk.50',b'GQ Ball Pen Industries'
b'Econo Exam Pen (Black - 6 Pcs)',b'Tk.48',b'GQ Ball Pen Industries'
b'Econo Full Time Pen (6 Pcs)',b'Tk.36',b'GQ Ball Pen Industries'
b'Econo Soft Grip Pen (10 Pcs)',b'Tk.80',b'GQ Ball Pen Industries'
b'Econo FX Plus Pen (12 Pcs)',b'Tk.60',b'GQ Ball Pen Industries'
b'Econo FX Pen (Black - 12 Pcs)',b'Tk.60',b'GQ Ball Pen Industries'
b'GQ Genius Pen (10 Pcs)',b'Tk.50',b'GQ Ball Pen Industries'
